ano,munip_cod,munip_nome,munip_turistico,abast_rede_fator_correcao,esgot_fator_correcao,idh_2010,idhm_e_2010,idhm_l_2010,idhm_r_2010,proj_pop_urbana,proj_pop_rural,proj_pop_total,proj_domicilios_total,pop_total_2010,pop_urbana_2010,pop_rural_2010,pop_servida_abast_agua,pop_servida_poco_nasc,pop_abast_sist_adequados,pop_servida_rede_esgoto,pop_fossa_septica,pop_fossa_rudimentar,pop_servida_coleta_esgoto,prop_pop_abast_sist_adequados,prop_pop_servida_poco_nasc,prop_pop_servida_rede_publica_agua,prop_pop_servida_coleta_esgoto,prop_pop_fossa_septica,prop_pop_servida_rede_coleta,prop_perdas_rede_dist,prop_esgoto_tratado,num_dom_fossa_septica,num_dom_fossa_rudimentar,num_dom_abast_poco_na_propriedade,taxa_hab_domicilio,volume_agua_efe_disp,volume_agua_perdido_rede,volume_agua_efe_consumido,volume_esgoto_produzido,volume_esgoto_tratado,consumo_medio_per_capita
2018,350715,Bom Sucesso de Itararé,não,1,1,0.66,0.613,0.775,0.605,2790,1007,3797,1154,3571,2430,1141,2395.3344887348353,344.8335015136226,2740.167990248458,2280.1741767764297,11.494450050454086,1065.1523713420788,2291.6686268268836,72.16665763098388,9.081735620585267,63.084922010398614,60.354717588277154,0.30272452068617556,60.05199306759098,35.00099003366114,102.90543671157191,3.493440968718466,323.7255297679112,104.80322906155398,3.2902946273830156,151.51,53.02999999999999,114.389,91.5112,94.16999999999999,137.4432373368087
2010,350720,Borá,não,1,1,0.746,0.675,0.863,0.712,627,178,805,239,805,627,178,714.0585774058577,161.67364016736403,875.7322175732218,714.0585774058577,53.89121338912133,121.25523012552301,767.949790794979,108.78661087866108,20.083682008368203,88.70292887029288,95.39748953974893,6.694560669456067,88.70292887029287,4.2857142857142785,97.56995581737849,15.999999999999998,36,48,3.3682008368200838,42,1.7999999999999972,40.74,32.592000000000006,31.8,156.31271983548166
2011,350720,Borá,não,1,1,0.746,0.675,0.863,0.712,627,178,805,243,805,627,178,705.6172839506173,161.673640167364,867.2909241179814,705.6172839506173,53.891213389121326,121.25523012552301,759.5084973397386,107.73800299602254,20.083682008368196,87.65432098765434,94.34888165711038,6.694560669456065,87.65432098765432,6.850250341374597,97.14220830444863,16.26778242677824,36.60251046025105,48.80334728033473,3.3127572016460904,43.94,3.009999999999998,41.833,33.4664,32.51,162.4265186113704
2012,350720,Borá,não,1,1,0.746,0.675,0.863,0.712,628,178,806,247,805,627,178,695.0526315789474,161.87447698744768,856.9271085663951,695.0526315789474,53.95815899581589,121.40585774058577,749.0107905747633,106.31849982213339,20.083682008368196,86.23481781376519,92.92937848322124,6.694560669456067,86.23481781376518,15.443774683018082,94.18187326668065,16.535564853556483,37.20502092050209,49.60669456066945,3.263157894736842,48.11,7.43,42.909,34.3272,32.33,169.1366937817804
2013,350720,Borá,não,1,1,0.746,0.675,0.863,0.712,629,178,807,251,805,627,178,990.2629482071712,162.07531380753136,1152.3382620147027,990.2629482071712,54.02510460251045,121.55648535564853,1044.2880528096816,142.79284535498172,20.083682008368196,122.70916334661352,129.4037240160696,6.694560669456067,122.70916334661352,6.4896123366888006,97.26491507550091,16.803347280334727,37.80753138075314,50.41004184100418,3.2151394422310755,46.690000000000005,3.030000000000001,44.569,35.6552,34.68,123.30750083716426
2014,350720,Borá,não,1,1,0.746,0.675,0.863,0.712,629,179,808,255,805,627,178,979.1058823529411,162.27615062761507,1141.3820329805562,979.1058823529411,54.09205020920501,121.7071129707113,1033.197932562146,141.2601525966035,20.0836820083682,121.17647058823529,127.87103125769133,6.694560669456067,121.17647058823526,19.617689940061556,98.77377800311716,17.07112970711297,38.41004184100419,51.21338912133891,3.168627450980392,61.730000000000004,12.11,53.25300000000001,42.60240000000001,42.08,149.01210662361626
2015,350720,Borá,não,1,1,0.746,0.675,0.863,0.712,629,179,808,258,805,627,178,967.7209302325581,162.27615062761507,1129.9970808601731,964.5891472868217,54.092050209205006,121.70711297071128,1018.6811974960267,139.85112386883333,20.0836820083682,119.76744186046513,126.07440563069639,6.694560669456065,119.37984496124032,22.886151797603198,97.83470419185413,17.27196652719665,38.86192468619247,51.81589958158996,3.131782945736434,60.08,13.75,50.455,40.364000000000004,39.49,143.30751812950373
2016,350720,Borá,não,1,1,0.746,0.675,0.863,0.712,630,179,809,262,805,627,178,941.7748091603054,162.47698744769875,1104.251796608004,938.6870229007634,54.15899581589957,121.85774058577405,992.8460187166629,136.4958957488262,20.0836820083682,116.412213740458,122.72509502060109,6.694560669456067,116.03053435114502,19.418144258908605,116.57269793202374,17.539748953974893,39.46443514644351,52.61924686192469,3.0877862595419847,58.09,11.280000000000008,50.193999999999996,40.1552,46.809999999999995,146.50016977353724
2017,350720,Borá,não,1,1,0.746,0.675,0.863,0.712,631,179,810,266,805,627,178,922.6691729323308,162.67782426778243,1085.3469972001133,919.624060150376,54.22594142259413,122.00836820083681,973.8500015729701,133.99345644445845,20.0836820083682,113.90977443609025,120.22839525592224,6.694560669456067,113.53383458646617,13.426626323751881,119.44270507201003,17.807531380753137,40.06694560669456,53.42259414225941,3.045112781954887,52.879999999999995,7.099999999999994,47.91,38.327999999999996,45.78,142.73253567456595
2018,350720,Borá,não,1,1,0.746,0.675,0.863,0.712,631,179,810,270,805,627,178,912,162.67782426778243,1074.6778242677824,909,54.22594142259414,122.00836820083683,963.2259414225941,132.6762746009608,20.0836820083682,112.5925925925926,118.91678289167828,6.694560669456067,112.22222222222221,15.300054063795281,118.5742830040164,18.07531380753138,40.66945606694561,54.22594142259414,3,55.49,8.490000000000002,49.547,39.6376,47,149.33465949334658
2010,350730,Boracéia,não,1,1,0.754,0.685,0.866,0.723,3827,441,4268,1256,4268,3827,441,3965.5700636942674,441.7515923566879,4407.321656050955,3951.9777070063697,173.30254777070064,271.8471337579618,4125.280254777071,103.26433121019107,10.35031847133758,92.9140127388535,96.65605095541403,4.060509554140127,92.5955414012739,23.431795552605383,91.16444338573922,51,80,130,3.3980891719745223,301.3,70.60000000000002,251.88,201.50400000000002,183.7,174.61692421933228
2011,350730,Boracéia,não,1,1,0.754,0.685,0.866,0.723,3875,438,4313,1283,4268,3827,441,3973.4731098986754,446.40923566878985,4419.882345567466,3963.3881527669528,175.12977707006368,274.71337579617835,4138.517929837017,102.4781438805348,10.35031847133758,92.12782540919721,95.9545079952937,4.060509554140127,91.89399844115357,23.38746346216303,91.259762401308,52.09633757961783,81.71974522292993,132.79458598726114,3.361652377240842,307.9,72.00999999999996,257.493,205.9944,187.99,177.99424300143323
2012,350730,Boracéia,não,1,1,0.754,0.685,0.866,0.723,3928,436,4364,1311,4268,3827,441,4180.9183829138065,451.687898089172,4632.606281002978,4167.6033562166285,177.20063694267515,277.96178343949043,4344.803993159304,106.15504768567779,10.35031847133758,95.8047292143402,99.56012816588688,4.060509554140127,95.49961861174675,15.276971690204439,94.54407272884819,53.233280254777064,83.5031847133758,135.69267515923568,3.3287566742944317,310.14000000000004,47.38000000000005,276.974,221.57920000000001,209.49,182.07895806121078
2013,350730,Boracéia,não,1,1,0.754,0.685,0.866,0.723,3982,434,4416,1339,4268,3827,441,4188.439133681852,457.07006369426756,4645.509197376119,4171.949215832711,179.312101910828,281.2738853503185,4351.26131774354,105.19721914348096,10.35031847133758,94.84690067214339,98.53399723151132,4.060509554140127,94.4734876773712,19.496156045492082,92.79084397452736,54.370222929936304,85.28662420382166,138.5907643312102,3.29798356982823,314.78,61.369999999999976,271.82099999999997,217.4568,201.78,178.50530530595327
2014,350730,Boracéia,não,1,1,0.754,0.685,0.866,0.723,4036,432,4468,1368,4268,3827,441,4174.0526315789475,462.4522292993631,4636.504860878311,4157.722222222223,181.4235668789809,284.5859872611465,4339.145789101203,103.77137110291655,10.350318471337582,93.42105263157896,97.11606510969568,4.060509554140127,93.05555555555556,21.484035283886193,97.05126470986069,55.54777070063694,87.13375796178345,141.5923566878981,3.2660818713450293,321.96,69.16999999999999,273.541,218.83280000000002,212.38000000000002,180.24951095932508
2015,350730,Boracéia,não,1,1,0.754,0.685,0.866,0.723,4091,430,4521,1397,4268,3827,441,4171.488188976378,467.937898089172,4639.426087065551,4155.307086614173,183.57563694267517,287.96178343949043,4338.882723556849,102.61946664599759,10.35031847133758,92.26914817466002,95.97174792207142,4.060509554140128,91.91123836793129,25.221615823843013,95.39795038789387,56.72531847133758,88.98089171974522,144.593949044586,3.236220472440945,316.98999999999995,79.94999999999996,261.025,208.82,199.20999999999998,172.10207847335718
2016,350730,Boracéia,não,1,1,0.754,0.685,0.866,0.723,4140,428,4568,1424,4268,3827,441,4154.185393258427,472.8025477707007,4626.987941029128,4138.146067415731,185.48407643312103,290.95541401273886,4323.630143848852,101.29132970729265,10.350318471337582,90.94101123595506,94.65039719458957,4.060509554140128,90.58988764044945,17.95884222854275,117.29708627875735,57.82165605095541,90.70063694267516,147.38853503184714,3.207865168539326,298.85,53.670000000000016,261.281,209.02480000000003,245.18,172.98528000279703
2017,350730,Boracéia,não,1,1,0.754,0.685,0.866,0.723,4190,425,4615,1452,4268,3827,441,4780.275482093663,477.66719745222935,5257.942679545893,4773.918732782369,187.39251592356686,293.9490445859873,4961.311248705936,113.93158568896844,10.35031847133758,103.58126721763085,107.50403572493903,4.060509554140127,103.4435261707989,22.80996193844218,114.82098340543449,58.958598726114644,92.48407643312102,150.28662420382167,3.178374655647383,333.67,76.11000000000001,280.39300000000003,224.31440000000003,257.56,160.9160195218221
2018,350730,Boracéia,não,1,1,0.754,0.685,0.866,0.723,4240,422,4662,1480,4268,3827,441,4967.55,482.53184713375794,5450.081847133758,4961.25,189.30095541401272,296.94267515923565,5150.550955414013,116.90437252539164,10.350318471337578,106.55405405405406,110.47942847305904,4.060509554140127,106.41891891891892,29.67281813685937,110.95551759256217,60.095541401273884,94.26751592356688,153.18471337579618,3.15,384.19,114,304.39,243.512,270.19,168.09175217524856
2010,350740,Borborema,não,1,1,0.73,0.658,0.831,0.71,13095,1434,14529,4774,14529,13095,1434,NA,1409.0756179304567,NA,NA,800.4036447423543,1053.0025136154168,NA,NA,9.698366149979055,NA,NA,5.509007121910347,NA,NA,NA,263,346,463,3.043359865940511,NA,NA,NA,NA,NA,NA
2011,350740,Borborema,não,1,1,0.73,0.658,0.831,0.71,13243,1364,14607,4849,14529,13095,1434,NA,1416.6403435274403,NA,NA,804.7006702974446,1058.6556346878929,NA,NA,9.698366149979055,NA,NA,5.509007121910348,NA,NA,NA,267.1317553414328,351.4356933389191,470.27377461248426,3.0123736852959375,NA,NA,NA,NA,NA,NA
2012,350740,Borborema,não,1,1,0.73,0.658,0.831,0.71,13399,1300,14699,4925,14529,13095,1434,NA,1425.5628403854212,NA,NA,809.7689568496021,1065.323418516967,NA,NA,9.698366149979055,NA,NA,5.509007121910348,NA,NA,NA,271.3186007540846,356.94386258902387,477.64453288646837,2.984568527918782,NA,NA,NA,NA,NA,NA
2013,350740,Borborema,não,1,1,0.73,0.658,0.831,0.71,13550,1241,14791,5003,14529,13095,1434,16201.215270837498,1434.4853372434015,17635.7006080809,16819.108334999,814.8372434017595,1071.991202346041,17633.94557840076,119.23264558231965,9.698366149979051,109.5342794323406,119.2207800581486,5.509007121910347,113.71177293623826,28.571075950929327,54.63764315062506,275.6156263091747,362.5969836614998,485.209258483452,2.956426144313412,1215.3899999999999,347.2499999999999,972.3149999999999,777.852,425,158.38394398028146
2014,350740,Borborema,não,1,1,0.73,0.658,0.831,0.71,13698,1185,14883,5082,14529,13095,1434,16341.42857142857,1443.4078341013824,17784.836405529953,16660.642857142855,819.9055299539169,1078.6589861751152,17480.548387096773,119.4976577674525,9.698366149979053,109.79929161747344,117.45312361148137,5.509007121910347,111.94411648957103,28.571075950929327,58.37485794212781,279.96774193548384,368.3225806451613,492.8709677419355,2.9285714285714284,1215.3899999999999,347.2499999999999,972.3149999999999,777.852,454.07,159.8903916955817
2015,350740,Borborema,não,1,1,0.73,0.658,0.831,0.71,13843,1133,14976,5162,14529,13095,1434,NA,1452.427314620863,NA,NA,825.0289065772936,1085.3992459153749,NA,NA,9.698366149979053,NA,NA,5.509007121910347,NA,35.714285714285715,104.76190476190477,284.37494763301214,374.1206535400084,500.6296606619187,2.901201084850833,1400,500,1050,840,880,NA
2016,350740,Borborema,não,1,1,0.73,0.658,0.831,0.71,13961,1084,15045,5232,14529,13095,1434,18616.462155963305,1459.1191872643485,20075.581343227655,18346.158256880735,828.8301214914119,1090.4000837871806,19174.98837837215,133.43689826007082,9.698366149979053,123.73853211009177,127.4509031463752,5.509007121910348,121.94189602446485,41.36807817589577,102.8198074277854,288.2312526183494,379.1939673229996,507.41851696690406,2.875573394495413,1535,635,1090.5,872.4000000000001,897,162.84996515584862
2017,350740,Borborema,não,1,1,0.73,0.658,0.831,0.71,14077,1037,15114,5303,14529,13095,1434,19038.566848953422,1465.811059907834,20504.377908861257,19035.716764095796,832.63133640553,1095.4009216589861,19868.348100501327,135.66480024388815,9.698366149979053,125.9664340939091,131.45658396520662,5.509007121910347,125.94757684329628,41.42857142857143,102.5471007865374,292.14264767490573,384.33975701717634,514.3043569333892,2.850084857627758,1540,638,1093.4,874.7200000000001,897,157.36819766126925
2018,350740,Borborema,não,1,1,0.73,0.658,0.831,0.71,14188,995,15183,5375,14529,13095,1434,18815.62102325581,1472.5029325513194,20288.123955807132,19422.94102325581,836.432551319648,1100.4017595307919,20259.37357457546,133.62394754532787,9.698366149979051,123.92558139534881,133.4345885172592,5.509007121910347,127.92558139534884,39.52721275426058,90.92118264041953,296.1091328026812,389.5580226225388,521.287180561374,2.8247441860465115,1819,719,1315.7,1052.5600000000002,957,185.5876270195427
2010,350745,Borebi,não,1,1,0.705,0.615,0.846,0.674,2000,293,2293,701,2293,2000,293,2086.9243937232523,183.17831669044222,2270.1027104136947,2067.298145506419,16.35520684736091,248.59914407988586,2083.65335235378,99.00142653352354,7.988587731811697,91.01283880171185,90.87018544935805,0.7132667617689015,90.15691868758914,29.714285714285715,0,5,76,56,3.2710413694721825,175,52,138.6,110.88,0,183.68227544858559
2011,350745,Borebi,não,1,1,0.705,0.615,0.846,0.674,2041,279,2320,717,2293,2000,293,2167.9218967921897,185.33523537803137,2353.257132170221,2148.5076708507672,16.547788873038517,251.52639087018545,2165.0554597238056,101.43349707630264,7.988587731811697,93.44490934449095,93.32135602257783,0.7132667617689016,92.60808926080892,29.714285714285715,0,5.114122681883025,77.73466476462197,57.27817403708987,3.2357043235704324,175,52,138.6,110.88,0,176.7394329324857
2012,350745,Borebi,não,1,1,0.705,0.615,0.846,0.674,2085,265,2350,734,2293,2000,293,2177.1117166212534,187.7318116975749,2364.8435283188282,2177.1117166212534,16.761768901569187,254.77888730385166,2193.8734855228226,100.63163950292886,7.988587731811697,92.64305177111717,93.35631853288608,0.7132667617689016,92.64305177111717,28.57142857142857,0,5.235378031383737,79.57774607703281,58.63623395149786,3.2016348773841963,175,50,140,112,0,176.17912801961356
2013,350745,Borebi,não,1,1,0.705,0.615,0.846,0.674,2129,252,2381,751,2293,2000,293,NA,190.2082738944365,NA,NA,16.982881597717544,258.1398002853067,NA,NA,7.988587731811697,NA,NA,0.7132667617689015,NA,NA,NA,5.356633380884451,81.42082738944366,59.994293865905846,3.170439414114514,NA,NA,NA,NA,NA,NA
2014,350745,Borebi,não,1,1,0.705,0.615,0.846,0.674,2173,240,2413,768,2293,2000,293,2343.877604166667,192.76462196861627,2536.642226135283,2343.877604166667,17.211126961483597,261.60912981455067,2361.0887311281504,105.12400439847838,7.988587731811697,97.13541666666669,97.84868342843556,0.7132667617689017,97.13541666666666,25.925925925925934,0,5.477888730385164,83.26390870185449,61.352353780313834,3.1419270833333335,183.87,47.670000000000016,150.501,120.4008,0,175.91853180230967
2015,350745,Borebi,não,1,1,0.705,0.615,0.846,0.674,2215,229,2444,786,2293,2000,293,2406.687022900763,195.24108416547787,2601.928107066241,2406.687022900763,17.432239657631957,264.9700427960057,2424.1192625583953,106.46187017455976,7.988587731811697,98.47328244274807,99.186549204517,0.7132667617689017,98.47328244274809,23.075582408644628,0,5.606276747503567,85.21540656205421,62.79029957203994,3.10941475826972,172.13,39.72,144.326,115.4608,0,164.29793108434498
2016,350745,Borebi,não,1,1,0.705,0.615,0.846,0.674,2252,218,2470,803,2293,2000,293,NA,197.31811697574892,NA,NA,17.617689015691866,267.7888730385164,NA,NA,7.988587731811697,NA,NA,0.7132667617689015,NA,NA,NA,5.727532097004279,87.05848787446504,64.14835948644793,3.075965130759651,NA,NA,NA,NA,NA,NA
2017,350745,Borebi,não,1,1,0.705,0.615,0.846,0.674,2290,207,2497,820,2293,2000,293,NA,199.47503566333808,NA,NA,17.81027104136947,270.716119828816,NA,NA,7.988587731811697,NA,NA,0.7132667617689015,NA,NA,NA,5.848787446504993,88.90156918687589,65.50641940085592,3.045121951219512,NA,NA,NA,NA,NA,NA
2018,350745,Borebi,não,1,1,0.705,0.615,0.846,0.674,2327,197,2524,837,2293,2000,293,NA,201.63195435092726,NA,NA,18.002853067047077,273.64336661911557,NA,NA,7.988587731811698,NA,NA,0.7132667617689016,NA,NA,NA,5.970042796005706,90.74465049928673,66.8644793152639,3.015531660692951,NA,NA,NA,NA,NA,NA
2010,350750,Botucatu,não,1,1,0.8,0.746,0.869,0.79,122744,4584,127328,41102,127328,122744,4584,134741.16490681717,3736.0120675392923,138477.17697435647,125212.16563670867,4609.606929103206,3723.6206510632082,129821.77256581187,108.75626490195123,2.9341637876502356,105.82210111430099,101.95854216339836,3.6202617877475545,98.33828037565081,40.44385055158643,75.96293052412184,1488,1202,1206,3.097854119020972,13171.1,5326.9000000000005,9442.27,7553.816000000001,5738.1,206.6031902344815
2011,350750,Botucatu,não,1,1,0.8,0.746,0.869,0.79,124001,4659,128660,41962,127328,122744,4584,137968.7021590963,3775.095129190793,141743.7972882871,128954.3463133311,4657.828816116004,3762.5740839861805,133612.1751294471,110.1692812749006,2.9341637876502356,107.23511748725036,103.84904020631673,3.620261787747555,100.22877841856918,41.8291467283071,75.57691147375505,1519.134251374629,1227.1501143496666,1231.233808573792,3.0661074305323863,13874.01,5803.38,9811.644,7849.315200000001,5932.2699999999995,208.45529605524607
2012,350750,Botucatu,não,1,1,0.8,0.746,0.869,0.79,125509,4674,130183,42840,127328,122744,4584,142651.27378618112,3819.7824436767064,146471.05622985782,133203.58594771242,4712.965403143399,3807.113181840299,137916.55135085582,112.51166145338318,2.9341637876502356,109.57749766573295,105.94052322565605,3.620261787747555,102.3202614379085,41.164790464544424,75.44503374234966,1550.9201498710527,1252.8266264415356,1256.995766629361,3.0388188608776843,14302.83,5887.73,10181.419,8145.135200000001,6145.1,209.41101871751846
2013,350750,Botucatu,não,1,1,0.8,0.746,0.869,0.79,127034,4689,131723,43736,127328,122744,4584,147179.4303091275,3864.9685660065206,151044.398875134,136969.51239253703,4768.7174346747115,3852.14943311761,141738.22982721173,114.66820439493029,2.934163787650236,111.73404060728005,107.6032506298913,3.620261787747555,103.98298884214375,40.53198412834936,76.18695268399918,1583.3576954892706,1279.0295362756071,1283.2858741667073,3.0117751966343516,13951.92,5654.99,9993.427,7994.7416,6090.95,199.89303879778078
2014,350750,Botucatu,não,1,1,0.8,0.746,0.869,0.79,128576,4705,133281,44651,127328,122744,4584,152954.8050883519,3910.682837818111,156865.48792617,142411.9618821527,4825.121113327819,3897.7120821371227,147237.08299548054,117.69531135433407,2.9341637876502356,114.76114756668383,110.47117218169171,3.620261787747556,106.85091039394416,39.04004597245837,80.42624462978944,1616.4830908471608,1305.788088170892,1310.1334728237068,2.9849499451300083,14339.02,5597.960000000001,10420.448,8336.358400000001,6704.620000000001,200.46892287295674
2015,350750,Botucatu,não,1,1,0.8,0.746,0.869,0.79,130137,4721,134858,45585,127328,122744,4584,154868.51907425688,3956.9546007493554,158825.47367500624,144673.92286936493,4882.212641720597,3943.830373217849,149556.13551108554,117.77237811253782,2.934163787650236,114.83821432488759,110.89897188975482,3.620261787747555,107.27871010200727,35.64626361952751,82.96312140070282,1650.2963359447228,1333.1022821273905,1337.5385626003601,2.9583854338049798,12764.76,4550.16,9579.648000000001,7663.718400000002,6358.06,181.41217462253303
2016,350750,Botucatu,não,1,1,0.8,0.746,0.869,0.79,131367,4724,136091,46407,127328,122744,4584,156950.25147068332,3993.132840251083,160943.3843109344,147023.55862262158,4926.850469563526,3979.888618558708,151950.40909218512,118.26159283930193,2.9341637876502364,115.32742905165169,111.65353263050835,3.620261787747556,108.0332708427608,35.3110058942893,98.14394232662943,1680.054887840008,1357.14111235463,1361.6573889348451,2.9325532786002113,12936.25,4567.92,9738.706,7790.964800000001,7646.360000000001,181.47694526871948
2017,350750,Botucatu,não,1,1,0.8,0.746,0.869,0.79,132606,4728,137334,47244,127328,122744,4584,158342.22999746,4029.604496131575,162371.83449359157,149168.02578105155,4971.850323585228,4016.239307089679,154139.8761046368,118.23134438201141,2.934163787650236,115.29718059436118,112.23722902168203,3.620261787747556,108.61696723393447,36.75892697629976,97.88453119550789,1710.356479003455,1381.618607367038,1386.2163398374776,2.9069088138176276,13489.730000000001,4958.680000000002,10018.654,8014.923200000001,7845.37,184.00972312643134
2018,350750,Botucatu,não,1,1,0.8,0.746,0.869,0.79,133859,4731,138590,48096,127328,122744,4584,163786.0861610113,4066.457593304462,167852.54375431576,155726.4506403859,5017.320811639337,4052.970171767797,160743.77145202525,121.11446984220777,2.934163787650236,118.18030605455753,115.98511541382874,3.620261787747556,112.36485362608119,36.51135185948303,98.67130719334494,1741.2011094350642,1406.5347671646148,1411.2154153082574,2.8815286094477712,13807.869999999999,5041.439999999999,10278.862,8223.0896,8113.83,180.8380377104758
2010,350760,Bragança Paulista,sim,0.9016329615463894,0.9423513390830686,0.776,0.704,0.861,0.772,142255,4489,146744,44752,146744,142255,4489,129089.60028602072,15480.390239542367,144569.9905255631,115724.19663925633,13168.660707901323,16483.77922774401,128892.85734715765,98.51850196639256,10.549249195566679,87.96925277082589,87.83518055058991,8.973900607794064,78.86127994279585,25.87512402304653,0,4016,5027,4721,3.279048981051126,11489.8,2973,9408.699999999999,7526.959999999999,0,222.74736850692776
2011,350760,Bragança Paulista,sim,0.9016329615463894,0.9423513390830686,0.776,0.704,0.861,0.772,144259,4178,148437,45711,146744,142255,4489,132102.3951220804,15658.989028423312,147761.38415050373,117886.93390074588,13320.588845191276,16673.95421433679,131207.52274593717,99.5448467366652,10.549249195566679,88.99559754109853,88.39273412015682,8.973900607794064,79.41883351236275,26.326021244350034,0,4102.059706828745,5134.7246380050055,4822.167299785485,3.247292774168143,11995.66,3157.9799999999996,9785.074,7828.059200000001,0,227.40791562514798
2012,350760,Bragança Paulista,sim,0.9016329615463894,0.9423513390830686,0.776,0.704,0.861,0.772,146420,3931,150351,46690,146744,142255,4489,136746.01920698263,15860.901658026458,152606.92086500907,123703.71597619905,13492.349302824456,16888.954169646047,137196.0652790235,101.50043622257854,10.549249195566679,90.95118702701187,91.25051730884628,8.973900607794064,82.27661670105222,24.838691699640915,0,4189.914193779049,5244.695879513764,4925.444449410083,3.2201970443349754,12022.01,2986.1100000000006,9931.733,7945.3864,0,219.9628942633834
2013,350760,Bragança Paulista,sim,0.9016329615463894,0.9423513390830686,0.776,0.704,0.861,0.772,148558,3732,152290,47690,146744,142255,4489,139846.27065774417,16065.451599928498,155911.72225767266,127606.84872331875,13666.353235609584,17106.762379335003,141273.20195892834,102.37817470462451,10.54924919556668,91.82892550905783,92.76590843714516,8.973900607794066,83.79200782935109,23.518144159625525,36.067942551975854,4279.65319985699,5357.026054701466,5030.93694136575,3.19333193541623,11976.03,2816.540000000001,10004.452,8003.5616,2886.72,214.79613209222515
2014,350760,Bragança Paulista,sim,0.9016329615463894,0.9423513390830686,0.776,0.704,0.861,0.772,150679,3574,154253,48712,146744,142255,4489,143830.54250321293,16272.533361637466,160103.0758648504,131108.55344438044,13842.510904540577,17327.266513228456,144951.064348921,103.79251999303119,10.549249195566677,93.24327079746452,93.96968898427973,8.973900607794064,84.99578837648566,27.263461421924756,73.8933619974722,4371.366464068645,5471.827493743296,5138.75026814444,3.1666324519625553,11881.359999999999,3239.2699999999986,9613.871,7691.096799999999,5683.21,200.89743888382958
2015,350760,Bragança Paulista,sim,0.9016329615463894,0.9423513390830686,0.776,0.704,0.861,0.772,152793,3448,156241,49756,146744,142255,4489,148740.09943232912,16482.252435645332,165222.35186797444,136101.71060197274,14020.912048623522,17550.578901501605,150122.62265059625,105.7483963031307,10.549249195566677,95.19914710756403,96.08401293552669,8.973900607794064,87.11011232773262,30.412317598795248,75.15531612695877,4465.053986414015,5589.100196639256,5248.8844297461565,3.1401439022429454,10783.92,3279.6400000000003,8488.172,6790.537600000001,5103.45,170.86681460921758
2016,350760,Bragança Paulista,sim,0.9016329615463894,0.9423513390830686,0.776,0.704,0.861,0.772,154418,3341,157759,50673,146744,142255,4489,153095.50573910665,16642.390038434034,169737.8957775407,142007.61460533322,14157.135859849837,17721.09610743654,156164.75046518305,107.59316158034768,10.549249195566677,97.04391238478101,98.98943988310211,8.973900607794064,90.01553927530804,29.489957403681828,76.76439630876855,4547.344654987486,5692.106967286379,5345.621044869503,3.1132753142699268,11228.67,3311.33,8910.739,7128.5912,5472.22,171.91320077794603
2017,350760,Bragança Paulista,sim,0.9016329615463894,0.9423513390830686,0.776,0.704,0.861,0.772,156035,3257,159292,51607,146744,142255,4489,154318.0341243514,16804.110028602074,171122.14415295346,144678.49569999517,14294.705756167321,17893.29826599929,158973.2014561625,107.4267032575104,10.549249195566679,96.87745406194372,99.79986531411652,8.973900607794064,90.82596470632245,27.918270352846314,78.24782343425241,4631.160886664283,5797.0233509116915,5444.151032356096,3.0866355339391944,11782.75,3289.539999999999,9480.072,7584.0576,5934.360000000001,179.52080490149075
2018,350760,Bragança Paulista,sim,0.9016329615463894,0.9423513390830686,0.776,0.704,0.861,0.772,157648,3192,160840,52558,146744,142255,4489,156094.12107030101,16967.412406149448,173061.53347645045,146867.1634660553,14433.621737575975,18067.185377189846,161300.78520363127,107.59856595153596,10.54924919556668,97.04931675596927,100.28648669710971,8.973900607794064,91.31258608931564,26.534627923386832,79.27108942372251,4716.5026814444045,5903.8493475151945,5544.474392205935,3.0602382130218047,11861.67,3147.449999999999,9658.455000000002,7726.764000000002,6125.09,180.17315731750435
2010,350770,Braúna,não,1,1,0.737,0.664,0.83,0.725,4390,631,5021,1588,5021,4390,631,4549.886020151133,455.3047858942066,5005.19080604534,4549.886020151133,154.93010075566752,553.3217884130983,4704.816120906801,99.68513853904281,9.068010075566752,90.61712846347606,93.70277078085643,3.085642317380353,90.61712846347608,9.027777777777777,97.29429206819866,49,175,144,3.16183879093199,288,26,269.8,215.84000000000003,210,162.4607910875155
2011,350770,Braúna,não,1,1,0.737,0.664,0.83,0.725,4469,602,5071,1620,5021,4390,631,4592.072222222222,459.8387909319899,5051.911013154212,4592.072222222222,156.4729219143577,558.8318639798489,4748.545144136579,99.6235656311223,9.06801007556675,90.55555555555556,93.6411978729359,3.0856423173803527,90.55555555555556,9.027777777777777,97.29429206819866,49.987405541561714,178.5264483627204,146.90176322418134,3.130246913580247,288,26,269.8,215.84000000000003,210,160.96830503115945
2012,350770,Braúna,não,1,1,0.737,0.664,0.83,0.725,4553,575,5128,1652,5021,4390,631,4811.38014527845,465.0075566750629,5276.387701953513,4811.38014527845,158.2317380352645,565.1133501259445,4969.611883313714,102.8936759351309,9.06801007556675,93.82566585956415,96.91130817694452,3.0856423173803527,93.82566585956417,9.863945578231291,96.82133723054439,50.97481108312343,182.0528967254408,149.8035264483627,3.1041162227602905,294,29,273.7,218.96,212,155.85195745434763
